dt,open,high,low,close,volume
2022-05-16 11:20:00,5635.000,5635.000,5599.000,5599.000,33316
2022-05-16 11:25:00,5623.000,5630.000,5572.000,5579.000,26522
2022-05-16 11:30:00,5576.000,5576.000,5562.000,5568.000,27202
2022-05-16 13:35:00,5577.000,5579.000,5574.000,5576.000,50687
2022-05-16 13:45:00,5577.000,5577.000,5564.000,5566.000,17231
2022-05-16 13:50:00,5571.000,5583.000,5571.000,5580.000,12028
2022-05-16 13:55:00,5585.000,5587.000,5583.000,5586.000,11871
2022-05-16 14:00:00,5587.000,5598.000,5585.000,5594.000,12163
2022-05-16 14:05:00,5594.000,5602.000,5593.000,5599.000,18415
2022-05-16 14:10:00,5597.000,5598.000,5590.000,5591.000,11435
2022-05-16 14:15:00,5590.000,5594.000,5589.000,5593.000,14829
2022-05-16 14:20:00,5592.000,5598.000,5591.000,5597.000,26970
2022-05-16 14:25:00,5597.000,5607.000,5597.000,5605.000,36146
2022-05-16 14:30:00,5601.000,5602.000,5595.000,5595.000,29364
2022-05-16 14:35:00,5596.000,5599.000,5594.000,5596.000,62009
2022-05-16 14:40:00,5596.000,5596.000,5592.000,5594.000,33307
2022-05-16 14:45:00,5594.000,5595.000,5589.000,5594.000,17624
2022-05-16 14:50:00,5594.000,5598.000,5593.000,5597.000,14067
2022-05-16 14:55:00,5597.000,5599.000,5597.000,5598.000,17624
2022-05-16 21:00:00,5594.000,5596.000,5593.000,5593.000,17624
2022-05-16 21:05:00,5594.000,5594.000,5588.000,5590.000,17624
2022-05-16 21:10:00,5591.000,5592.000,5582.000,5584.000,17624
2022-05-16 21:15:00,5584.000,5586.000,5578.000,5585.000,17624
2022-05-16 21:20:00,5583.000,5588.000,5583.000,5584.000,17624
2022-05-16 21:25:00,5582.000,5584.000,5579.000,5582.000,17624
2022-05-16 21:30:00,5589.000,5598.000,5589.000,5598.000,17624
2022-05-16 21:35:00,5597.000,5597.000,5583.000,5583.000,17624
2022-05-16 21:40:00,5580.000,5591.000,5580.000,5591.000,17624
2022-05-16 21:45:00,5590.000,5593.000,5590.000,5593.000,17624
2022-05-16 21:50:00,5592.000,5598.000,5592.000,5598.000,17624
2022-05-16 21:55:00,5596.000,5605.000,5596.000,5605.000,17624
2022-05-16 22:00:00,5597.000,5599.000,5595.000,5597.000,17624
2022-05-16 22:05:00,5600.000,5603.000,5599.000,5600.000,17624
2022-05-16 22:10:00,5601.000,5601.000,5597.000,5597.000,17624
2022-05-16 22:15:00,5599.000,5599.000,5588.000,5591.000,17624
2022-05-16 22:20:00,5591.000,5591.000,5587.000,5586.000,17624
2022-05-16 22:25:00,5586.000,5588.000,5576.000,5581.000,17624
2022-05-16 22:30:00,5581.000,5581.000,5573.000,5579.000,17624
2022-05-16 22:35:00,5579.000,5582.000,5577.000,5580.000,17624
2022-05-16 22:40:00,5580.000,5584.000,5578.000,5584.000,17624
2022-05-16 22:45:00,5584.000,5587.000,5582.000,5583.000,17624
2022-05-16 22:50:00,5579.000,5579.000,5554.000,5555.000,17624
2022-05-16 22:55:00,5553.000,5571.000,5553.000,5571.000,17624
2022-05-16 23:00:00,5570.000,5577.000,5565.000,5577.000,17624
2022-05-17 09:05:00,5576.000,5579.000,5573.000,5577.000,17624
2022-05-17 09:10:00,5575.000,5581.000,5575.000,5578.000,17624
2022-05-17 09:15:00,5578.000,5585.000,5578.000,5583.000,17624
2022-05-17 09:20:00,5584.000,5589.000,5582.000,5582.000,17624
2022-05-17 09:25:00,5584.000,5586.000,5574.000,5582.000,17624
2022-05-17 09:30:00,5574.000,5576.000,5571.000,5573.000,17624
2022-05-17 09:35:00,5573.000,5580.000,5574.000,5577.000,17624
2022-05-17 09:40:00,5575.000,5576.000,5573.000,5574.000,17624
2022-05-17 09:45:00,5577.000,5578.000,5576.000,5577.000,17624
2022-05-17 09:50:00,5577.000,5577.000,5574.000,5575.000,17624
2022-05-17 09:55:00,5576.000,5576.000,5573.000,5574.000,17624
2022-05-17 10:00:00,5574.000,5579.000,5574.000,5577.000,17624
2022-05-17 10:05:00,5574.000,5575.000,5569.000,5571.000,17624
2022-05-17 10:10:00,5571.000,5572.000,5568.000,5571.000,17624
2022-05-17 10:15:00,5573.000,5576.000,5571.000,5575.000,17624
2022-05-17 10:20:00,5575.000,5581.000,5574.000,5581.000,17624
2022-05-17 10:25:00,5581.000,5582.000,5579.000,5579.000,17624
2022-05-17 10:30:00,5581.000,5584.000,5581.000,5581.000,17624
2022-05-17 10:35:00,5581.000,5581.000,5579.000,5581.000,17624
2022-05-17 10:40:00,5582.000,5583.000,5581.000,5582.000,17624
2022-05-17 10:45:00,5582.000,5582.000,5576.000,5576.000,17624
2022-05-17 10:50:00,5576.000,5577.000,5574.000,5576.000,17624
2022-05-17 10:55:00,5575.000,5575.000,5572.000,5572.000,17624
2022-05-17 11:00:00,5573.000,5574.000,5569.000,5573.000,17624
2022-05-17 11:05:00,5573.000,5581.000,5572.000,5580.000,17624
